city,state,zip,county,homeValue
Kenedy,TX,78119,Karnes County,129722
Norton,VA,24273,Norton City,81833
Litchfield,CT,6759,Litchfield County,409303
Chickasaw,AL,36611,Mobile County,75509
Grottoes,VA,24441,Rockingham County,216890
Willington,CT,6279,Tolland County,278276
Goodland,KS,67735,Sherman County,114290
Pinnacle,NC,27043,Stokes County,151713
Coats,NC,27521,Harnett County,198417
Mountain View,MO,65548,Howell County,130886
Harrisburg,AR,72432,Poinsett County,80830
Bonneau,SC,29431,Berkeley County,253981
Rochester,NH,3868,Strafford County,285188
Town of Groton,NY,13073,Tompkins County,168317
Richmond Township,PA,16933,Tioga County,198506
Stanley,VA,22851,Page County,169308
Marietta,OK,73448,Love County,115736
Roseau,MN,56751,Roseau County,165489
Acampo,CA,95220,San Joaquin County,757019
Piedmont,MO,63957,Wayne County,91396
Ludlow,KY,41016,Kenton County,159506
Gold Hill,OR,97525,Jackson County,412522
Clay City,KY,40312,Powell County,73225
Union Township,PA,18655,Luzerne County,165192
White Haven,PA,18661,Luzerne County,157887
Waldoboro,ME,4572,Lincoln County,207175
Kettle Falls,WA,99141,Stevens County,281261
Quincy,MI,49082,Branch County,145897
Gobles,MI,49055,Van Buren County,186954
Luverne,MN,56156,Rock County,170060
Kingston,NH,3848,Rockingham County,436533
East Tawas,MI,48730,Iosco County,121091
Lineville,AL,36266,Clay County,118744
Atlanta,GA,30313,Fulton County,316523
Morganton,GA,30560,Fannin County,301984
Athens Township,PA,18810,Bradford County,150334
Okemah,OK,74859,Okfuskee County,74673
Orofino,ID,83544,Clearwater County,224688
Parkton,MD,21120,Baltimore County,539928
Friendsville,TN,37737,Blount County,284807
Rose Hill,NC,28458,Duplin County,77608
Clarksville,VA,23927,Mecklenburg County,196607
Vergennes,VT,5491,Addison County,292437
Georges Township,PA,15478,Fayette County,153235
Sardinia,OH,45171,Brown County,173894
Pittsboro,IN,46167,Hendricks County,290846
Calhan,CO,80808,El Paso County,396302
Huachuca City,AZ,85616,Cochise County,141430
Tunica,MS,38676,Tunica County,90402
Baltimore,MD,21226,Baltimore City,254864
Zillah,WA,98953,Yakima County,316833
Mattituck,NY,11952,Suffolk County,804886
Ingram,TX,78025,Kerr County,
Eureka Springs,AR,72632,Carroll County,193687
Kingston Springs,TN,37082,Cheatham County,352722
Lolo,MT,59847,Missoula County,460406
Pinehurst,TX,77362,Montgomery County,308349
Walbridge,OH,43465,Wood County,155418
Alpine,UT,84004,Utah County,988674
Oceano,CA,93445,San Luis Obispo County,574039
Paterson,NJ,7513,Passaic County,406440
Mamou,LA,70554,Evangeline Parish,75996
Town of Livonia,NY,14487,Livingston County,200161
Oak View,CA,93022,Ventura County,730758
Westville,IN,46391,La Porte County,268777
Roseland,NJ,7068,Essex County,603178
Swanzey,NH,3446,Cheshire County,266764
Dresden,TN,38225,Weakley County,93437
Ohatchee,AL,36271,Calhoun County,155940
Chisholm,MN,55719,Saint Louis County,89997
Wanaque,NJ,7465,Passaic County,376597
Akron,OH,44302,Summit County,105399
Cloverdale,IN,46120,Putnam County,162800
Topeka,KS,66616,Shawnee County,69477
Cass City,MI,48726,Tuscola County,98467
Clarinda,IA,51632,Page County,98270
Brookeville,MD,20833,Montgomery County,681288
Ossian,IN,46777,Wells County,176501
Tahoe City,CA,96145,Placer County,1139042
Darlington,SC,29540,Darlington County,93364
Rancho Viejo,TX,78575,Cameron County,205338
Fishersville,VA,22939,Augusta County,295982
Baldwin,WI,54002,Saint Croix County,261649
Orange Grove,TX,78372,Jim Wells County,156267
New Lebanon,OH,45345,Montgomery County,128765
Yellow Springs,OH,45387,Greene County,299709
Kewaunee,WI,54216,Kewaunee County,142238
Avenal,CA,93204,Kings County,172538
Southampton,MA,1073,Hampshire County,381756
Parsons,TN,38363,Decatur County,92418
Eastland,TX,76448,Eastland County,119716
Bunkie,LA,71322,Avoyelles Parish,96082
Burrillville,RI,2830,Providence County,362088
Geneva,AL,36340,Geneva County,80544
Twain Harte,CA,95383,Tuolumne County,366213
Napoleonville,LA,70390,Assumption Parish,157918
Bayville,NY,11709,Nassau County,630730
Mount Gay-Shamrock,WV,25601,Logan County,56469
De Kalb,TX,75559,Bowie County,109572
Hartland,MI,48353,Livingston County,336900
Altavista,VA,24517,Campbell County,134678
Corunna,MI,48817,Shiawassee County,143377
Garden Ridge,TX,78266,Comal County,576725
Paulding,OH,45879,Paulding County,100084
Youngstown,FL,32466,Bay County,214729
Portola Valley,CA,94028,San Mateo County,3926743
Appling,GA,30802,Columbia County,303589
Taunton,MA,2718,Bristol County,410060
New Cumberland,WV,26047,Hancock County,116086
Colorado City,TX,79512,Mitchell County,74609
Hyrum,UT,84319,Cache County,351710
Hermann,MO,65041,Gasconade County,155080
Amarillo,TX,79104,Potter County,82036
Washington,WV,26181,Wood County,179439
Catawba,NC,28609,Catawba County,225264
Goodrich,MI,48438,Genesee County,304197
Jasper,FL,32052,Hamilton County,97240
Mamakating,NY,12721,Sullivan County,329803
Newport Beach,CA,92661,Orange County,3590514
Town of Peru,NY,12972,Clinton County,195915
Town of Allegany,NY,14706,Cattaraugus County,127603
Humboldt,IA,50548,Humboldt County,145850
Windom,MN,56101,Cottonwood County,132964
Toledo,OH,43620,Lucas County,58369
Jourdanton,TX,78026,Atascosa County,184788
Huntertown,IN,46748,Allen County,253535
Wilburton,OK,74578,Latimer County,71214
Snow Camp,NC,27349,Alamance County,217613
Omaha,NE,68152,Douglas County,276287
Alto,GA,30510,Habersham County,166753
Delmar,DE,19940,Sussex County,260969
Denair,CA,95316,Stanislaus County,484424
Pipestone,MN,56164,Pipestone County,107715
Detroit,MI,48217,Wayne County,38580
Pelican Rapids,MN,56572,Otter Tail County,326908
Phoenix,OR,97535,Jackson County,352622
South Bend,IN,46635,Saint Joseph County,199177
Cedarhurst,NY,11516,Nassau County,910152
Mount Zion,IL,62549,Macon County,147486
Peshtigo,WI,54157,Marinette County,135789
Malden,MO,63863,Dunklin County,71342
Buchanan,GA,30113,Haralson County,149710
Thatcher,AZ,85552,Graham County,255674
Forks,WA,98331,Clallam County,267734
Plymouth,NH,3264,Grafton County,269560
Cumberland,WI,54829,Barron County,226064
Momence,IL,60954,Kankakee County,133871
Gordo,AL,35466,Pickens County,134753
Town Of Lewisboro,NY,10590,Westchester County,755396
Granby,MA,1033,Hampshire County,308166
Beekman,NY,12570,Dutchess County,429874
Poynette,WI,53955,Columbia County,285005
Leicester,MA,1524,Worcester County,361291
Cleveland,NC,27013,Rowan County,202612
Marietta,SC,29661,Greenville County,179168
Hardinsburg,KY,40143,Breckinridge County,118576
Jay,FL,32565,Santa Rosa County,187211
Coudersport,PA,16915,Potter County,118522
Sparks Glencoe,MD,21152,Baltimore County,445423
Mountainside,NJ,7092,Union County,673397
Pomeroy,OH,45769,Meigs County,84731
Shirley,MA,1464,Middlesex County,421779
Winfield,WV,25213,Putnam County,209967
Gordon,GA,31031,Wilkinson County,84621
Elgin,OK,73538,Comanche County,210346
Pittsfield,IL,62363,Pike County,93088
Fabens,TX,79838,El Paso County,96868
Gary,IN,46402,Lake County,38937
Kansas City,MO,64153,Jackson County,292602
Shawnee,KS,66217,Johnson County,448829
Turners Falls,MA,1376,Franklin County,234352
Wolcottville,IN,46795,Lagrange County,236666
Burrillville,RI,2859,Providence County,346273
Ronan,MT,59864,Lake County,285690
Town of Camden,NY,13316,Oneida County,144487
Le Sueur,MN,56058,Le Sueur County,214202
Morgantown,IN,46160,Brown County,226068
Varnell,GA,30710,Whitfield County,221906
Kingwood,WV,26537,Preston County,129343
Chester,IL,62233,Randolph County,78672
Windsor,MI,48821,Eaton County,243063
Wind Gap,PA,18091,Northampton County,278759
Spring Valley,IL,61362,Bureau County,84916
Town Of Cornwall,NY,12518,Orange County,402272
Marion,MA,2738,Plymouth County,632354
Albany,LA,70711,Livingston Parish,187060
Cumberland,ME,4021,Cumberland County,532937
Pearisburg,VA,24134,Giles County,144559
White Sulphur Springs,WV,24986,Greenbrier County,110815
Pawhuska,OK,74056,Osage County,64283
Perryville,MD,21903,Cecil County,267853
Greenback,TN,37742,Loudon County,298826
Nashport,OH,43830,Muskingum County,214880
Redwood Valley,CA,95470,Mendocino County,559386
Murchison,TX,75754,Van Zandt County,216050
Lagrange,OH,44050,Lorain County,231794
Cedar Bluff,AL,35959,Cherokee County,157972
Sparta,IL,62286,Randolph County,87108
Town Of Clarkstown,NY,10994,Rockland County,577040
Placitas,NM,87043,Sandoval County,541961
Kenova,WV,25530,Wayne County,87343
Killingworth,CT,6419,Middlesex County,425508
Atwater,OH,44201,Portage County,239357
Town of Greene,NY,13778,Chenango County,150483
Dunkirk,MD,20754,Calvert County,552213
Croswell,MI,48422,Sanilac County,120559
Grapeland,TX,75844,Houston County,127661
Locust Valley,NY,11560,Nassau County,944637
Aiken,SC,29805,Aiken County,208559
Saint Anthony,ID,83445,Fremont County,244696
West Point,VA,23181,King William County,220570
Mamakating,NY,12790,Sullivan County,236990
Clay Center,KS,67432,Clay County,102273
Belzoni,MS,39038,Humphreys County,109341
Umatilla,OR,97882,Umatilla County,227541
Lincoln,MA,1773,Middlesex County,1226585
Town of Marcellus,NY,13108,Onondaga County,228114
Munfordville,KY,42765,Hart County,110002
Hebron,OH,43025,Licking County,262611
Kingsley,MI,49649,Grand Traverse County,251521
Emerson,NJ,7630,Bergen County,582545
Galivants Ferry,SC,29544,Horry County,229109
Hurt,VA,24563,Pittsylvania County,124679
Duquesne,PA,15110,Allegheny County,54198
Cresco,IA,52136,Howard County,124057
Greene Township,PA,18426,Pike County,204047
Folcroft,PA,19032,Delaware County,158796
Atascosa,TX,78002,Bexar County,226494
Northern Cambria,PA,15714,Cambria County,95699
Lancaster,WI,53813,Grant County,137987
Petersburg,IN,47567,Pike County,108445
Topeka,KS,66608,Shawnee County,70608
Eddyville,KY,42038,Lyon County,159500
Nocona,TX,76255,Montague County,100551
Captain Cook,HI,96704,Hawaii County,425353
Lebanon,ME,4027,York County,306708
South Bend,IN,46601,Saint Joseph County,97297
Colquitt,GA,39837,Miller County,110043
Sandia Park,NM,87047,Bernalillo County,415845
Russell,KY,41169,Greenup County,115028
Salunga-Landisville,PA,17538,Lancaster County,328967
Manchester,GA,31816,Meriwether County,66971
Johnsonville,SC,29555,Florence County,111422
Duluth,MN,55808,Saint Louis County,176107
Perkins,OK,74059,Payne County,137721
Gooding,ID,83330,Gooding County,210418
Higginsville,MO,64037,Lafayette County,141932
Brundidge,AL,36010,Pike County,78026
Holly Hill,SC,29059,Orangeburg County,103513
Cross Plains,WI,53528,Dane County,368694
Wayne,NE,68787,Wayne County,158315
Beacon Falls,CT,6403,New Haven County,351493
Ball,LA,71405,Rapides Parish,149449
Industrial,GA,30735,Gordon County,143490
North Kingstown,RI,2874,Washington County,625200
Oroville,WA,98844,Okanogan County,226744
Dalton,OH,44618,Wayne County,237435
Town of Broadalbin,NY,12025,Fulton County,206998
Palisade,CO,81526,Mesa County,441612
Lake Providence,LA,71254,East Carroll Parish,48601
Santa Clara,TX,78124,Guadalupe County,339119
Ithaca,MI,48847,Gratiot County,112729
Anderson,MO,64831,McDonald County,127883
Saint James,MN,56081,Watonwan County,102582
Denmark,WI,54208,Brown County,240271
Pine Mountain,GA,31822,Harris County,192870
Robbins,NC,27325,Moore County,127480
Dearborn,MI,48120,Wayne County,197442
Saint Helen,MI,48656,Roscommon County,73128
Rye,NH,3870,Rockingham County,956446
Attica,IN,47918,Fountain County,112949
North Branford,CT,6472,New Haven County,365157
Providence,UT,84332,Cache County,441142
Bellevue,MI,49021,Eaton County,174589
Saint Leonard,MD,20685,Calvert County,405989
New Haven,CT,6510,New Haven County,290166
Groveland,MA,1834,Essex County,565470
Carey,OH,43316,Wyandot County,126170
Greenwich Township,NJ,8886,Warren County,366328
Knob Noster,MO,65336,Johnson County,188195
Pahokee,FL,33476,Palm Beach County,147795
McLeansboro,IL,62859,Hamilton County,80939
Earlimart,CA,93219,Tulare County,209641
Overton,TX,75684,Rusk County,120928
Grangeville,ID,83530,Idaho County,241400
Foxworth,MS,39483,Marion County,101985
Eureka,IL,61530,Woodford County,160002
East Bernstadt,KY,40729,Laurel County,98698
Hartford,MI,49057,Van Buren County,116530
Winnabow,NC,28479,Brunswick County,269267
Pierre Part,LA,70339,Assumption Parish,139808
Heathsville,VA,22473,Northumberland County,306305
Lakeland,GA,31635,Lanier County,123660
Mineral Bluff,GA,30559,Fannin County,293994
Bern Township,PA,19533,Berks County,252724
Jesup,GA,31546,Wayne County,117849
Utica,KY,42376,Daviess County,180527
Bostic,NC,28018,Rutherford County,166627
Kansas City,MO,64126,Jackson County,55925
Albertson,NY,11507,Nassau County,825390
Jamestown,KY,42629,Russell County,109562
Rio Hondo,TX,78583,Cameron County,130114
Goliad,TX,77963,Goliad County,212669
Saint Charles,MI,48655,Saginaw County,143803
East Canton,OH,44730,Stark County,156938
Elkhart,TX,75839,Anderson County,121138
University Park,IL,60484,Will County,154755
Florence,MT,59833,Ravalli County,505017
Osage,IA,50461,Mitchell County,124920
Youngstown,NY,14174,Niagara County,260243
El Paso,TX,79911,El Paso County,284150
Providence Forge,VA,23140,New Kent County,326021
Carbondale,IL,62902,Jackson County,172017
Aurora,OR,97002,Marion County,599188
Bristol,WI,53104,Kenosha County,352948
Albia,IA,52531,Monroe County,116677
Lakeview,OH,43331,Logan County,110902
Town Of Patterson,NY,12563,Putnam County,365963
Schulenburg,TX,78956,Fayette County,244069
Shingletown,CA,96088,Shasta County,316620
Okolona,MS,38860,Chickasaw County,69531
Reidsville,GA,30453,Tattnall County,102764
Dillwyn,VA,23936,Buckingham County,149943
Wilmore,KY,40390,Jessamine County,201484
Fulton,IL,61252,Whiteside County,128877
Town of Windsor,NY,13865,Broome County,149724
Santa Clara,UT,84765,Washington County,481646
Max Meadows,VA,24360,Wythe County,144944
South Lebanon,OH,45065,Warren County,266737
Tewksbury Township,NJ,7830,Hunterdon County,564207
Hesperia,MI,49421,Oceana County,127995
Morriston,FL,32668,Levy County,210298
Walsenburg,CO,81089,Huerfano County,125526
Phillips,WI,54555,Price County,140471
Brookfield,MO,64628,Linn County,69999
Stockton,MO,65785,Cedar County,141344
Grand Island,FL,32735,Lake County,261162
Walnut Grove,TN,37048,Sumner County,346733
Fort Payne,AL,35968,De Kalb County,124339
Comfort,TX,78013,Kendall County,358727
Cincinnati,OH,45207,Hamilton County,179546
Roxbury Township,NJ,7850,Morris County,364020
Bradley,WV,25880,Raleigh County,72141
Clarksville,TX,75426,Red River County,55616
Upper Freehold Township,NJ,8501,Monmouth County,510431
Plumsted Township,NJ,8533,Ocean County,430249
Jaffrey,NH,3452,Cheshire County,287496
Richfield,OH,44286,Summit County,377746
Ferris,TX,75125,Ellis County,213741
Fritch,TX,79036,Hutchinson County,101408
Englewood,TN,37329,McMinn County,152794
Manchester,MA,1944,Essex County,1022845
Jonesville,MI,49250,Hillsdale County,147888
Munford,AL,36268,Talladega County,123973
Lake Panasoffkee,FL,33538,Sumter County,157186
Fellsmere,FL,32948,Indian River County,249490
Almont,MI,48003,Lapeer County,281017
Sea Isle City,NJ,8243,Cape May County,1017610
Clarkson,KY,42726,Grayson County,110975
Burns,TN,37029,Dickson County,310174
Salem,WI,53179,Kenosha County,266545
Newton,IL,62448,Jasper County,77292
Oklahoma City,OK,73179,Oklahoma County,208865
Loudonville,OH,44842,Ashland County,154425
Crisfield,MD,21817,Somerset County,92460
Bronson,MI,49028,Branch County,117555
East Bloomfield,NY,14469,Ontario County,222801
Crittenden,KY,41030,Grant County,177384
Tonopah,AZ,85354,Maricopa County,315873
White Pigeon,MI,49099,Saint Joseph County,169805
South Shore,KY,41175,Greenup County,73204
Chewelah,WA,99109,Stevens County,303624
Meyersdale,PA,15552,Somerset County,97146
Upper Dublin Township,PA,19034,Montgomery County,607507
Hampton,IA,50441,Franklin County,91042
Shrewsbury Township,PA,17361,York County,281786
Coal Valley,IL,61240,Rock Island County,200138
Bath,MI,48808,Clinton County,249840
Murphys,CA,95247,Calaveras County,463014
Leslie,MI,49251,Ingham County,189622
Luverne,AL,36049,Crenshaw County,87440
Town Of Minden,NY,13339,Montgomery County,97318
Eastham,MA,2642,Barnstable County,639616
Moore Haven,FL,33471,Glades County,121372
Wildwood,MO,63038,Saint Louis County,518828
Jefferson,NC,28640,Ashe County,225592
Cape May Court House,NJ,8230,Cape May County,341461
Sandusky,MI,48471,Sanilac County,91109
Pahrump,NV,89041,Nye County,308232
Mount Arlington,NJ,7856,Morris County,364948
Cadiz,OH,43907,Harrison County,102601
Charlotte,TN,37036,Dickson County,211068
Oracle,AZ,85623,Pinal County,442908
Bucksport,ME,4416,Hancock County,177185
Watertown,TN,37184,Wilson County,280003
Beaver,WV,25813,Raleigh County,127933
McArthur,OH,45651,Vinton County,101082
Bowling Green,FL,33834,Hardee County,99688
Branford,FL,32008,Suwannee County,163302
Oilville,VA,23103,Goochland County,561829
Collinsville,MS,39325,Lauderdale County,166766
Town Of Arcade,NY,14009,Wyoming County,155117
Hurlock,MD,21643,Dorchester County,166143
Norway,ME,4268,Oxford County,216458
Marengo,OH,43334,Morrow County,213603
Fordyce,AR,71742,Dallas County,47202
